hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
哥兒浪外才	哥儿浪外才	NONE	kɤ-ər-lɐ-vai ts‘ai	горлавай цай	горловой чай		A:08b-03 員口茶
不羅史代才	不罗史代才	NONE	pə -luɤ-sɿ-tai ts‘ai ʔ	бэлосыдай цай	простой чай		A:08b-04 混茶
把各叉才	把各叉才	NONE	pa-kəʔ-ts‘a ts‘ai	багэца-цай	бакча-чай (чай в бакчах)		A:08b-04 包子茶
昔未日才	昔未日才	NONE	ɕiə -vei-zə  ts‘ai ʔ	сивэйзэ цай	свежий чай		A:08b-04 新茶
道克不林才	道克不林才	NONE	tau-k‘ə -pə -liŋ ʔ ts‘ai	даокэбэлин цай	добрый чай (наилучший чай)		A:08b-05 放陳舊的茶
拉各外牙什失坎	拉各外牙什失坎	NONE	la-kəʔ-vai ia-səʔ-səʔ-k‘æ̃	лагэвай ясэсэкэ	лаковый ящичек (чай в лаковом ящичке)		A:08b-05 光漆匣子茶
各拉史內達垻坎	各拉史内达垻坎	NONE	kə -la-sɿ-nuei  ʔ taʔ-pa-k‘æ̃	гэласынуй дабакэ	красный табак		A:09a-01 紅煙
繞達達垻坎	绕达达垻坎	NONE	zau-taʔ taʔ-pa-k‘æ̃	заода дабакэ	жёлтый табак		A:09a-01 黃煙
俏兒內達垻坎	俏儿内达垻坎	NONE	ʨ‘iau-ər-nuei taʔ-pa-‘æ̃	цяорнуй дабакэ	чёрный табак		A:09a-01 藍花煙 
吓迷叉史坎波不力	吓迷叉史坎波不力	NONE	xa-mi-ts‘a-sɿ-k‘æ̃ pɤ-pəʔ-liəʔ	хамицасыкэ бобэли	камчатский бобр		A:09a-03 銀針皮 
各勞什坎波不力	各劳什坎波不力	NONE	kə -lau-sə -k‘æ̃  ʔ ʔ pɤ-pəʔ-liəʔ	гэлаосэкэ бобэли	гладкий бобр		A:09a-03 小銀針皮 
哥兒內史大利	哥儿内史大利	NONE	kɤ-ər-nuei-sɿ-ta-li	горнуйсыдали	горностай		A:09a-03 銀鼠皮 
把力並史坎	把力并史坎	NONE	pa-liəʔ-piŋ-sɿ-k‘æ̃	балибинсыкэ	барибинский (барабинский горностай)		A:09a-04 大銀鼠皮 
岳故史坎/拉史坎	岳故史坎/拉史坎	NONE	yəʔ-ku-sɿ-k‘æ̃ / la-sɿ-k‘æ̃	юэгусыкэ / ласыкэ	югушка / ласка (иркутский горностай)		A:09a-04 小銀鼠皮 
捎不利	捎不利	NONE	sau-pəʔ-li	саобэли	соболь		A:09a-04 貂皮 
吓迷叉史坎捎不力	吓迷叉史坎捎不力	NONE	xa-mi-ts‘a-sɿ-k‘æ̃ sau-pəʔ-liəʔ	хамицасыкэ саобэли	камчатский соболь		A:09a-05 粗毛貂皮 
扇牙坎	扇牙坎	NONE	sæ̃-ia-k‘æ̃	сэякэ	шеяка (соболь)		A:09a-05 八寶貂 
必令問史坎	必令问史坎	NONE	piə -liŋ-vəŋ-sɿ-k‘æ̃ ʔ	билинвэнсыкэ	деревенская (мелкая куница)		A:09a-05 芝蔴貂 
布力里細子	布力里细子	NONE	pu-liəʔ li-ɕi-tsɿ	були лисицзы	бурый лисица (бурая лиса)		A:09b-01 窩刀狐皮 
必哦獨什坎	必哦独什坎	NONE	piə -γɤ-tuəʔ-səʔ- ʔk‘æ̃	биодусэкэ	белодушка (белодущатая лиса)		A:09b-01 串窩狐皮 
細木獨什坎	细木独什坎	NONE	ɕi-məʔ -tuə -səʔ-k‘æ̃ ʔ	симэдусэкэ	сиводушка		A:09b-01 合獺兒狐皮
俏兒內里細子	俏儿内里细子	NONE	ʨ‘iau-ər-nuei li-ɕi-tsɿ	цяорнуй лисицзы	чёрный лисица (чёрная лиса)		A:09b-02 黑狐皮
各拉史內里細子	各拉史内里细子	NONE	kəʔ-la-sɿ-nuei li-ɕi-tsɿ	гэласынуй лисицзы	красный лисица (красная лиса)		A:09b-02 紅狐皮
幾艮內/古路卜里	几艮内/古路卜里	NONE	ʨi-niŋ-nuei / ku-ləu-pəʔ li-ɕi-tsɿ	цзининнуй / гулоубэ лисицзы	чиинный [лисица] / голубая лисица		A:09b-02 靑狐皮
必細子/必細史	必细子/必细史	NONE	piə -ɕi-tsɿ /  ʔpiəʔ-ɕi-sɿ	бисицзы / бисисы	песец		A:09b-03 白狐皮
吔力(刀)票史坎	吔力(刀)票史坎	NONE	nie-tau-p‘iau-sɿ-k‘æ̃	недаопяосыкэ	недопёсок		A:09b-03 小毛白狐皮
哥兒史坎	哥儿史坎	NONE	kɤ-ər-sɿ-k‘æ̃	горсыкэ	корсак		A:09b-03 沙狐皮
别勿獨史坎/變洛獨史坎	别勿独史坎/变洛独史坎	NONE	piəʔ-vəʔ-tuəʔ-sɿ-k‘æ̃ / pie-luə -tuə -sɿ-k‘æ̃	бивэдусыкэ / билудусыкэ	белодушка (белодущатая лиса)		A:09b-04 二信狐皮
吓力亙坎/都兒坎	吓力亘坎/都儿坎	NONE	xa-liə -kəŋ-k‘æ̃ / ʔ tu-ər-k‘æ̃	халигэнкэ / дуркэ	кариганка / турка (караганка)		A:09b-04 公達什狐皮
吔蜜史坎波不力	吔蜜史坎波不力	NONE	nie-miə -sɿ-k‘æ̃  ʔ pɤ-pəʔ-liəʔ	немисыкэ бобэли	немецкие бобры (иностранный бобр)		A:09b-04 鍋蓋水皮
吔力史坎未的兒	吔力史坎未的儿	NONE	nie-liə -sɿ-k‘æ̃  ʔvei-tiəʔ-ər	нелисыкэ вэйдир	нерчинская выдра		A:09b-05 正板水皮
西洋史坎未的兒	西洋史坎未的儿	NONE	ɕi-iɐ-sɿ-k‘æ̃-vei-tiəʔ-ər	сиясыкэ вэйдир	сияшка-выдра (иностранная выдра)		A:09b-05 番板水皮
五路史坎波不力	五路史坎波不力	NONE	u-ləu-sɿ-k‘æ̃ pɤ-pəʔ-liəʔ	улоусыкэ бобэли	русские бобры (русский бобр)		A:09b-05 長毛水皮
七料伏坎	七料伏坎	NONE	ʨ‘iəʔ-liau-fəʔ-k‘æ̃	циляофэкэ	черёвка		A:10a-01 水皮肷
俏兒內念兒板/ 信兒坎	俏儿内念儿板/ 信儿坎	NONE	ʨ‘iau-ər-nuei nie-ər-pæ̃ / ɕiŋ-ər-k‘æ̃	цяорнуй нербэ / синркэ	чёрный нерпа / синерка (чёрная нерпа)		A:10a-01 靑魚皮
票史淂兒念兒板	票史淂儿念儿板	NONE	p‘iau-sɿ-tiəʔ-ər nie-ər-pæ̃	пяосыдир нербэ	пёстер нерпа (пёстрая нерпа)		A:10a-01 花魚皮
牙什力外	牙什力外	NONE	ia-səʔ-liəʔ-vai	ясэливай	ящривый (акулья кожа)		A:10a-02 沙(鯊)魚皮
甚克	甚克	NONE	səŋ-k‘ə  ʔ	сэнкэ	шенк (соболь)		A:10a-02 雙甲眼
波羅未納	波罗未纳	NONE	pɤ-luɤ-vei-na	боловэйна	половина (половина шкурки соболя)		A:10a-02 單甲眼
巴兒史	巴儿史	NONE	pa-ər-sɿ	барсы	барс (тигровая шкура)		A:10a-03 虎皮
把不力史	把不力史	NONE	pa-pəʔ-liəʔ-sɿ	бабэлисы	бабрыш (барсовая шкура)		A:10a-03 豹皮
波羅命坎	波罗命坎	NONE	pɤ-luɤ-miŋ-k‘æ̃	боломинка	половинка (оленья шкура)		A:10a-03 鹿皮
蜜的未地	蜜的未地	NONE	miə -tiə -vei-ti ʔ	мидивэйди	медведь (медвежья шкура)		A:10a-04 ʔ熊皮
旺坎	旺坎	NONE	vɐ̃-k‘æ̃	вакэ	волк (волчья шкура)		A:10a-04 狼皮
個什坎	个什坎	NONE	kɤ-sə -k‘æ̃	госэкэ	кошка (кошачья шкура)		A:10a-04 ʔ貓皮
五什吓	五什吓	NONE	u-səʔ-xa	усэха	ушка (заячья шкурка)		A:10a-05 兔皮
麻鬧兒	麻闹儿	NONE	ma-nau-ər	манаор	манул		A:10a-05 兔兒猻
何力坎	何力坎	NONE	xɤ-liə -k‘æ̃	холика	хорёк		A:10a-05 ʔ鼠狼皮
岳故史坎鰾克	岳故史坎鳔克	NONE	yə -ku-sɿ-k‘æ̃ p‘iau-k‘əʔ	юэгусыкэ пяокэ	иркутская белка		A:10b-01 ʔ眞無尾黑灰鼠皮
則吓迷內鰾克	则吓迷内鳔克	NONE	tsə -xa-mi-nuei p‘iau-k‘ə	цзэхаминуй пяокэ	закаменный белка (закаменная белка)		A:10b-01 ʔ眞代尾黑灰鼠皮
布史鰾克	布史鳔克	NONE	pu-sɿ p‘iau-k‘ə	бусы-пяокэ	бус-белка (бусая белка)		A:10b-02 黑襍會灰鼠皮
線洛鰾克	线洛鳔克	NONE	ɕie-luə  p‘iau-k‘ə  ʔ	селу пяокэ	серая белка		A:10b-02 白襍會灰鼠皮
狄力悞史坎鰾克	狄力悞史坎鳔克	NONE	tiəʔ-liəʔ-u-sɿ-k‘æ̃ p‘iau-k‘əʔ	дилиусыкэ-пяокэ	телеутка-белка		A:10b-03 大白灰鼠皮
哦不史坎鰾克	哦不史坎鳔克	NONE	γɤ-pəʔ-sɿ-k‘æ̃ p‘iau-k‘əʔ	обэсыкэ пяокэ	обская белка		A:10b-03 二白灰鼠皮
甲爛史坎鰾克	甲烂史坎鳔克	NONE	ʨia -læ̃-sɿ-k‘æ̃ ʔ p‘iau-k‘əʔ	цзялэсыкэ	зыряшка (белка- зырянка)		A:10b-04 必兔灰鼠皮
通共史坎鰾克	通共史坎鳔克	NONE	t‘uŋ-kuŋ-sɿ-k‘æ̃ p‘iau-k‘əʔ	тунгунсыкэ пяокэ	тунгусская белка		A:10b-04 則刀灰鼠皮
不力(刀)垻的/棒力(刀)板	不力(刀)垻的/棒力(刀)板	NONE	pə -liə -(tau-)pa- ʔ tiəʔ / pɐ̃liəʔ-(tau-)pæ̃	бэдаобади / бадаобэ	подпаль / потап		A:10b-05 ʔ秋子灰鼠皮
令史坎	令史坎	NONE	liŋ-sɿ-k‘æ̃	линсыкэ	ленская [белка]		A:10b-05 花尾灰鼠皮
哦福慶坎	哦福庆坎	NONE	γɤ-fəʔ-ʨ‘iŋ-k‘æ̃	офэцинкэ	овчинка		A:11a-01 老羊皮
各則坎	各则坎	NONE	kə -tsə -k‘æ̃ ʔ	гэцзэкэ	козка (козья шкура)		A:11a-01 ʔ山羊皮
蜜路路什坎	蜜路路什坎	NONE	miəʔ-ləu-ləu-səʔ-k‘æ̃	милоулоусэкэ	мерлушка		A:11a-01 羔子皮
秀兒力什坎/昔秀力坎/哦羅斯外	秀儿力什坎/昔秀力坎/哦罗斯外	NONE	ɕiəu-ər-liəʔ-səʔ-k‘æ̃/ ɕiə -ɕiəu-liəʔ-k‘æ̃ / γɤ-luɤ-sɿ-vai	сюрлисэкэ /сисюлисэкэ / олосывай	сюрлишка / сисюлишка / рослый (украинская полурослая мерлушка)		A:11a-02 二毛皮
個子洛	个子洛	NONE	kɤ-tsɿ-luə  ʔ	гоцзылу	козло (сафьян)		A:11a-02 香羊皮
猶伏地	犹伏地	NONE	iəu-fə -ti ʔ	юфэди	юфть		A:11a-02 香牛皮
未何何	未何何	NONE	vei-xɤ-xɤ	вэйхохо	выхухоль		A:11a-03 香鼠皮
各浪里	各浪里	NONE	kə -lɐ-li ʔ	гэлали	кролик		A:11a-03 白兔皮
哦力細	哦力细	NONE	γɤ-liə -ɕi ʔ	олиси	рысь		A:11a-03 猞猻
哦羅色垻坎	哦罗色垻坎	NONE	γɤ-luɤ-sə -pa-k‘æ̃ ʔ	олосэбакэ	росомаха		A:11a-04 月兒熊
哦羅沙吉坎	哦罗沙吉坎	NONE	γɤ-luɤ-sa-ʨiəʔ-k‘æ̃	олосацзикэ	русачка (заяц-русак)		A:11a-04 倉兔皮
敢昧什坎	敢昧什坎	NONE	kæ̃-mei-səʔ-k‘æ̃	гэмэйсэкэ	калмыцкая [мерлушка]		A:11a-04 靑羔子皮 
獺兒不吓	獭儿不吓	NONE	t‘a-ər-pə -xa	тарбэха	тарбука (тарбаган)		A:11a-05 ʔ獺兒皮 
以子蓋什坎	以子盖什坎	NONE	i-tsɿ-kai-səʔ-k‘æ̃	ицзыгайсэкэ	ишигашка (ишигинка)		A:11a-05 猾(狍)子皮
罵的坎	骂的坎	NONE	ma-tiəʔ-k‘æ̃	мадикэ	матка (разновидность мерлушки)		A:11a-05 𦞤子皮
什地勞史坎/什煉史坎	什地劳史坎/什炼史坎	NONE	sə -ti-lau-sɿ-k‘æ̃ /səʔ-lie-sɿ-k‘æ̃	сэдилаосыкэ / сэлесыкэ	сдирашка / шляшка (грубая овчина)		A:11b-01 ʔ骨種羊皮 
各令木史坎	各令木史坎	NONE	kəʔ-liŋ-məʔ-sɿ-k‘æ̃	гэлинмэсэкэ	климушка (разновидность мерлушки)		A:11b-01 灰骨種羊 
個的坎	个的坎	NONE	kɤ-tiəʔ-k‘æ̃	годикэ	котик [морской]		A:11b-01 太平貂皮 
十八連兒/料史坎	十八连儿/料史坎	NONE	sə -pa -lie-ər /  ʔliau-sɿ-k‘æ̃	сэбалер / ляосыкэ	шпалер / ляшка (выделанная бычья кожа)		A:11b-02 金花牛皮
不利史	不利史	NONE	pə -li-sɿ	бэлисы	плис (иностранная шерсть)		A:11b-02 ʔ太西洋絨 
麻各料史坎	麻各料史坎	NONE	ma-kəʔ-liau-sɿ-k‘æ̃	магэляосыкэ	мокряшка (разновидность меха дикой кошки)		A:11b-02 黎貓皮 
昔不納個什坎	昔不纳个什坎	NONE	ɕiəʔ-pəʔ-naʔ kɤ-səʔ-k‘æ̃	сибэна госэкэ	степная кошка		A:11b-03 野貓皮
狐難史坎	狐难史坎	NONE	xu-næ̃-sɿ-k‘æ̃	хунэсыкэ	кунашка (белоголовый бобр)		A:11b-03 白頭銀針
具克內個日	具克内个日	NONE	ʨy-k‘əʔ-nuei kɤ-zəʔ	цзюйкэнуй гозэ	тюкная кожа (сырая кожа)		A:11b-03 生牛皮
史獨兒彥	史独儿彦	NONE	sɿ-tuə -ər-ie	сыдуръе	струя		A:11b-04 ʔ香臍子
洛各	洛各	NONE	luə -kə  ʔ	лугэ	рог (?) (разновидность кожи)		A:11b-04 ʔ原板子皮
𭴧洛面史的	𭴧洛面史的	NONE	pie-luəʔ-mie-sɿ-tiəʔ	белумесыди	беломастый [мех]		A:11b-04 白板皮
各扎	各扎	NONE	kə -zɐ ʔ	гэза	кожа		A:11b-05 老銀針
貝日克	贝日克	NONE	pei-zəʔ-k‘əʔ	бэйзэгэ	пыжик		A:11b-05 插子皮
卜隆杜池	卜隆杜池	NONE	pəʔ-luŋ-tu-ts‘ɿ	бэлундуцы	бурундучий (бурундук)		A:11b-05 狢猁皮
各囊	各囊	NONE	kə -nɐ ʔ	гэна	кна (обезьянья шкура)		A:12a-01 夜猴皮
谷泥子	谷泥子	NONE	kuə -ni-tsɿ ʔ	гуницзы	куница		A:12a-01 掃雪皮
撓兒泥	挠儿泥	NONE	nau-ər-ni	наорни	норни[к] (молодой песец)		A:12a-01 靑狐𦞤皮
束路達	束路达	NONE	suə -ləu-taʔ ʔ	сулоуда	следа (кожа для обувных подошв)		A:12a-02 天皮
麻各料史坎	麻各料史坎	NONE	ma-kə -liau-sɿ-k‘æ̃ ʔ	магэляосыкэ	мокряшка (разновидность меха дикой кошки)		A:12a-02 黎貓皮
不利史	不利史	NONE	pəʔ-li-sɿ	бэлисы	плис (иностранная шерсть)		A:12a-02 西洋絨
洛博	洛博	NONE	luə -pə  ʔ ʔ	лубэ	лапа		A:12a-03 腿子
别料之內	别料之内	NONE	piə -liau-tsɿ-nuei ʔ	биляоцзынуй	пережный (передняя лапа)		A:12a-03 前腿子
柵泥內	栅泥内	NONE	tsa-ni-nuei	цзанинуй	задний (задняя лапа)		A:12a-03 後腿子
昔並內	昔并内	NONE	ɕiəʔ-piŋ-nuei	сибиннуй	спинный (спинка меха)		A:12a-04 背子
臥昔	卧昔	NONE	vɤ-ɕiəʔ	воси	ость		A:12a-04 尖毛
扇兒史	扇儿史	NONE	sæ̃-ər-sɿ	сэрсы	шерсть		A:12a-04 毛
犧路個[日]	牺路个[日]	NONE	ɕi-ləu kɤ[-zəʔ]	силоу го[зэ]	сырой ко (сырая кожа)		A:12a-05 生板子
佃洛內	佃洛内	NONE	t‘ie-luəʔ-nuei	телунуй	деланный (выделанная кожа)		A:12a-05 熟板子
[пропуск в тексте]	[пропуск в тексте]	NONE			просоленная кожа		A:12a-05 鹽板子
各力朝外/各不臭外	各力朝外/各不臭外	NONE	kəʔ-liəʔ-ts‘au-vai / kəʔ-pəʔ-ts‘əu-vai	гэлицаовай / гэбэцоувай	кличовый / кабучовый (разновидность кожи)		A:12b-01 肉板水皮
𭴧洛面史的	𭴧洛面史的	NONE	pie-luə -mie-sɿ-tiəʔ ʔ	белумесыди	беломастый [мех]		A:12b-01 白板皮
扇兒史無垻吊的/ 的力被的	扇儿史无垻吊的/ 的力被的	NONE	sæ̃-ər-sɿ u-pa-tiau-tiəʔ / tiəʔ-liəʔ-pei-tiəʔ	сэрсы убадяоди / дилибэйди	шерсть упадет /теребит (линялый мех)		A:12b-01 落毛力
哦羅的路池	哦罗的路池	NONE	γɤ-luɤ-tiəʔ ləu-ts‘ɿ	олоди лоуцы	роди лучше (дорога лучше)		A:12b-02 路道好
個日力不力	个日力不力	NONE	kɤ-zəʔ-liəʔ-pəʔ-liəʔ	гозэ-либэли	кожа-люблю (кожа высокого каечества)		A:12b-02 張頁好
布合路池	布合路池	NONE	pu-xə  ləu-ts‘ɿ ʔ	бухэ лоуцы	пух лучше (хороший ворс)		A:12b-02 絨頭好
勿達何勞什	勿达何劳什	NONE	#ИМЯ?	вэда холаосэ	вот хорош (лучший мех)		A:12b-03 vəʔ毛頭好
臥昔何勞什	卧昔何劳什	NONE	vɤ-ɕiə  xɤ-lau-səʔ ʔ	воси холаосэ	ость хорош (хорошая ость)		A:12b-03 尖毛好
杜失坎	杜失坎	NONE	tu-sə -k‘æ̃ ʔ	душка	душка (шейка меха)		A:12b-03 膆子
墨合	墨合	NONE	miə -xəʔ ʔ	михэ	мех (шкурка)		A:12b-04 皮甬子
的爛	的烂	NONE	tiə -læ̃ ʔ	дилэ	дыра		A:12b-04 眼子
布合未克	布合未克	NONE	pu-xəʔ-vei-k‘əʔ	бухэвэйкэ	пуховик (линялый мех)		A:12b-04 傷毛
木合那的	木合那的	NONE	mə -xə -na-tiə  ʔ ʔ ʔ	мэхэнади	мохнатый (плотный мех)		A:12b-05 毛厚
扇兒史/泥心坎/泥史坎	扇儿史/泥心坎/泥史坎	NONE	sæ̃-ər-sɿ ni-ɕiŋ-k‘æ̃/ sæ̃-ər-sɿ ni-sɿ-k‘æ̃	сэрсы нисинкэ / сэрсы нисыкэ	шерсть низенька / шерсть низка (тонкий мех)		A:12b-05 毛蒲
個泥黑撝史	个泥黑撝史	NONE	kɤ-ni-xəʔ-xuei-sɿ	гони-хэхуйсы	кони-хвост (конский хвост)		A:12b-05 馬尾
哦力被子	哦力被子	NONE	γɤ-liə -pei-tsɿ ʔ	олибэйцзы	репица		A:13a-01 無挺尾
日念的/昔不個什坎	日念的/昔不个什坎	NONE	zə -nie-tiə  / ɕiə -pəʔ-kɤ-səʔ-k‘æ̃	зэнеди / сибэгосэкэ	жнет / сибокошка (разновидность норного зверька)		A:13a-01 土貂
稍不要之	稍不要之	NONE	sau-pəʔ-iau-tsɿ	саобэяоцзы	сафьян		A:13a-01 秀尾
哦何史坎	哦何史坎	NONE	γɤ-xɤ-sɿ-k‘æ̃	охосыкэ	охошка (охотский бобр)		A:13a-02 賴道路銀針
淂拉伏坎/錦(棉)力彥	淂拉伏坎/锦(棉)力彦	NONE	tiə -la-fə -k‘æ̃ / ʔmie-liə -ie	дилафэкэ / мелие	травка / мерея (узор на бычьей коже)		ʔA:13a-02 牛皮上花兒
史故卜	史故卜	NONE	sɿ-ku-pəʔ	сыгубэ	скуб (кожа бычьейшеи)		A:13a-03 牛皮脖子
洛蒲故的坎	洛蒲故的坎	NONE	luə -p‘u-ku-tiəʔ- k‘æ̃	лупугудикэ	лопогудка		A:13a-03 各脊腿子
史各帽之夜史	史各帽之夜史	NONE	sɿ-kə -mau-tsɿ-ie- ʔsɿ	сыгэмаоцзыесы	споможешь (помогать)		A:13a-03 有讚子力
吔煉命	吔炼命	NONE	ie-lie-miŋ	елемин	ремень (чёрный мех лисьей лапы)		A:13a-04 狐腿子上的黑人子
五路史坎蜜路路什坎	五路史坎蜜路路什坎	NONE	u-ləu-sɿ-k‘æ̃ miəʔ-ləu-ləu-səʔ-k‘æ̃	улоусыкэ милоусэкэ	русская мерлушка		A:13a-04 長脖子皮
里細子	里细子	NONE	li-ɕi-tsɿ	лисицзы	лисица (лисий мех)		A:13a-05 狐皮
鰾克	鳔克	NONE	p‘iau-k‘əʔ	пяокэ	белка		A:13a-05 灰鼠
個日	个日	NONE	kɤ-zə  ʔ	гозэ	кожа		A:13a-05 皮子
甲爛史坎書各囊	甲烂史坎书各囊	NONE	ʨia -læ̃-sɿ-k‘æ̃  ʔsu-kəʔ-nɐ	цзязлэсыкэ сугэна	голландское сукно		A:13b-01 大哈喇
失半史坎/麻史浪外	失半史坎/麻史浪外	NONE	sə -pæ̃-sɿ-k‘æ̃ / ʔma-sɿ-lɐ-vai	сэбэсыкэ / масылавай	шпанское / масловый (испанское сукно)		A:13b-01 二哈喇
