hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
史拉的坎	史拉的坎	NONE	sɿ-la-tiəʔ-k‘æ̃	сыладикэ	сладкий		B:04a-04 甜的 
己史浪	己史浪	NONE	ʨi-sɿ-lɐ	цзисыла	кислый		B:04a-04 酸的 
個兒坎	个儿坎	NONE	kɤ-ər-k‘æ̃	горкэ	горький (терпкий)		B:04a-04 苦的  
個力坎	个力坎	NONE	kɤ-liəʔ-k‘æ̃	голикэ	горький (острый)		B:04a-04 辣的  
史故史內	史故史内	NONE	sɿ-ku-sɿ-nuei	сыгусынуй	скусный (вкусный)		B:04a-04 香的  
不吓內	不吓内	NONE	pə -xa-nuei ʔ	бэхануй	поганый (вонючий)		B:04a-04 臭的  
賁不浪子	贲不浪子	NONE	pəŋ-pəʔ-lɐ-tsɿ	бэнбэлацзы	померанец		B:04a-05 大貢餠  
俏兒內牙不浪	俏儿内牙不浪	NONE	ʨ‘iau-ər-nuei ia-pəʔ-lɐ	цяорнуй ябэла	чёрное яблоко (груша)		B:04a-05 梨兒  
各拉史內牙不浪	各拉史内牙不浪	NONE	kə -la-sɿ-nuei ia-pəʔ-lɐ	гэласынуй ябэла	красный ябла (красное яблоко)		B:04a-05 菓子  
尺不吓	尺不吓	NONE	ts‘ə -pə -xa ʔ ʔ	цэбэха	чебука (чебушник)		B:04a-05 棗兒  
力乍尼	力乍尼	NONE	liə -tsa-ni ʔ	лицзани	резаня		B:04a-05 山梨紅  
哈力布史	哈力布史	NONE	xa-liəʔ-pu-sɿ	халибусы	арбуз		B:04a-06 西瓜  
地艮	地艮	NONE	ti-niŋ	динин	дыня		B:04a-06 甜瓜  
地各凹	地各凹	NONE	ti-kə -va ʔ	дигэва	тыква		B:04a-06 番瓜  
哼各而史	哼各而史	NONE	xəŋ-kə -ər-sɿ ʔ	хэнгэрсы	огурцы		B:04a-06 黃瓜  
路克	路克	NONE	ləu-k‘ə  ʔ	лоукэ	лук [репчатый]		B:04a-06 葱兒  
車史鬧	车史闹	NONE	ts‘ɤ-sɿ-nau	цосынао	чеснок		B:04a-06 蒜  
日(白)煉子	日(白)炼子	NONE	pai-lie-tsɿ	байлецзы	перец		B:04a-06 白蘿蔔  
史𡰪路什坎	史𡰪路什坎	NONE	sɿ-tuə -ləu-səʔ-k‘æ̃ ʔ	сыдулоусэкэ	стручок [бобов]		B:04a-07 豆角子  
各布史	各布史	NONE	kə -pu-sɿ ʔ	гэбусы	капуста		B:04a-07 白菜  
昔利的而	昔利的而	NONE	ɕiə -li-tiə -ər ʔ ʔ	силидир	сельдерей		B:04a-07 葫芹  
七令面子	七令面子	NONE	ʨ‘iə -liŋ-mie-tsɿ ʔ	цилинмецзы	черемедза (черемша)		B:04a-07 韭菜  
各而道什坎	各而道什坎	NONE	kə -ər-tau-səʔ-k‘æ̃ ʔ	гэрдаосэкэ	картошка		B:04a-07 山藥  
吔力罵	吔力骂	NONE	ie-liəʔ-ma	елима	хурма		B:04a-08 柿子  
八地宴	八地宴	NONE	pa -ti-ie ʔ	бадие	бадьян		B:04a-08 大料  
變連子	变连子	NONE	pie-lie-tsɿ	белецзы	перец		B:04a-08 古月  
哈尼史	哈尼史	NONE	xa-ni-sɿ	ханисы	анис		B:04a-08 茴香  
各拉史內變連子	各拉史内变连子	NONE	kə -la-sɿ-nuei pie-lie-tsɿ	кэласынуй белецзы	красный перец		B:04a-08 花椒  
捎利	捎利	NONE	sau-li	саоли	соль		B:04a-08 鹽  
五各樹樹	五各树树	NONE	u-kəʔ-su-su	угэсусу	уксус		B:04a-09 酸(醋)  
稍倫	稍伦	NONE	sau-lyuŋ	саолюн	соя (соевый соус)		B:04a-09 醬  
昔利的兒	昔利的儿	NONE	ɕiə -li-tiəʔ-ər ʔ	силидир	селитра		B:04a-09 堿  
各而池子	各而池子	NONE	kə -ər-ts‘ɿ-tsɿ ʔ	гэрцыцзы	горчица		B:04a-09 芥花  
未納	未纳	NONE	vei-na  ʔ	вэйна	вино		B:04a-09 生酒  
妙達	妙达	NONE	miau-ta  ʔ	мяода	мёд (рисовое вино)		B:04a-09 黃酒  
面史	面史	NONE	mie-sɿ	месы	мясо		B:04a-09 肉  
各月地	各月地	NONE	kə -yə -ti ʔ ʔ	гэуди	говядина		B:04b-01 牛肉 
染兒	染儿	NONE	zæ̃-ər	зэр	жир		B:04b-01 油 
遶達麻史浪	遶达麻史浪	NONE	zau-ta  ma-sɿ-lɐ ʔ	заода масыла	жёлтое масло (сливочное масло)		B:04b-01 黃油 
謝迷什坎麻史浪	谢迷什坎麻史浪	NONE	ɕie-mi-sə -k‘æ̃-ma-sɿ-lɐ	семисэкэ-масыла	семечка-масло (кунжутное масло)		B:04b-01 蔴油 
叫各地	叫各地	NONE	ʨiau-kə -ti	цзяогэди	дёготь		B:04b-01 素油 
則垻史	则垻史	NONE	tsəʔ-pa-sɿ	цзэбасы	запас (мука)		B:04b-01 面 
木吓	木吓	NONE	mə -xa ʔ	мэха	мука [пшеничная]		B:04b-02 口白面 
木各	木各	NONE	mə -kə  ʔ ʔ	мэгэ	мука [гороховая]		B:04b-02 口豆面 
什納	什纳	NONE	sə -naʔʔ	сэна	пшено		B:04b-02 稻米 
不羅史	不罗史	NONE	pəʔ-luɤ-sɿ	бэлосы	просо		B:04b-02 小米子 
各六合	各六合	NONE	kə -liəu-xə  ʔ	гэлюхэ	горох	ʔ	B:04b-02 碗豆 
失尼子	失尼子	NONE	sə -ni-tsɿ ʔ	сэницзы	пшеница		B:04b-02 麥子 
牙里子	牙里子	NONE	ia-li-tsɿ	ялицзы	ярица (яровые хлеба)		B:04b-03 靑顆 
哦要史	哦要史	NONE	γɤ-iau-sɿ	ояосы	овёс		B:04b-03 大麥 
吔兒米	吔儿米	NONE	ie-ər-mi	ерми	ярёма (ячмень)		B:04b-03 莜麥 
謝米什坎	谢米什坎	NONE	ɕie-mi-səʔ-k‘æ̃	семисэкэ	семечка		B:04b-03 各樣籽子 
蘑羅個	蘑罗个	NONE	mɤ-luɤ-kɤ	молоко	молоко		B:04b-03 奶子 
並坎	并坎	NONE	piŋ-k‘æ̃	бинкэ	пенка		B:04b-04 奶皮子 
謝落	谢落	NONE	ɕie-luəʔ	силу	сырой		B:04b-04 生的 
佃落	佃落	NONE	t‘ie-luə	телу	дело (одно произношение) (состряпанный)		B:04b-04 熟的 二音 
襪料內	袜料内	NONE	va -liau-nuei ʔ	валяонуй	варёный (другое произношение) (состряпанный)		B:04b-04 熟的 二音 
杜合	杜合	NONE	tu-xə  ʔ	тухэ	дух (запах)		B:04b-04 味 
各蓋外	各盖外	NONE	kə -kai-vai ʔ	гэгайвай	каковой (что такое)		B:04b-04 怎嘛說 
故史唐	故史唐	NONE	ku-sɿ-t‘ɐ	гусыта	густой		B:04b-04 (稠) 
染的坎	染的坎	NONE	zæ̃-tiə -k‘æ̃ ʔ	зэдикэ	жидкий		B:04b-05 餙(稀) 
[пропуск в тексте]	[пропуск в тексте]	NONE			перевитый (связанный)		B:04b-05 扁的 
别力命尼	别力命尼	NONE	piə -liə -miŋ-ni ʔ	билиминни	пельмени		B:04b-05 扁食 
勞不什	劳不什	NONE	lau-pəʔ-səʔ	лаобэсэ	лапша		B:04b-05 掛面 
必勞坎	必劳坎	NONE	piə -lau-k‘æ̃ ʔ	билаокэ	пирог		B:04b-05 火燒 
必勞	必劳	NONE	piə -lau ʔ	билао	пиро (пирожок)		B:04b-05 魚(油)饅 
合煉不	合炼不	NONE	xəʔ-lie-pəʔ	хэлебэ	хлеб		B:04b-05 饅饅 
則杜爛	则杜烂	NONE	tsə -tu-læ̃ ʔ	цзэдулэ	затуря (затуран)		B:04b-06 面茶 
哦笑的兒	哦笑的儿	NONE	γɤ-ɕiau-tiəʔ-ər	осяодир	осётр		B:04b-06 黃魚 
海流子	海流子	NONE	xai-liəu-tsɿ	хайлюцзы	хариус		B:04b-06 魚兒  
哦煉染坎	哦炼染坎	NONE	γɤ-lie-zæ̃-k‘æ̃	олезэкэ	орешка (гриб-подорешник)		B:04b-06 蘑菇  
俏而內哦利不	俏而内哦利不	NONE	ʨ‘iau-ər-nuei γɤ-li-pəʔ	цяорнуй олибэ	чёрный гриб (китайский древесный гриб)		B:04b-06 耳子  
各旺計坎	各旺计坎	NONE	kə -vɐ-ʨi-k‘æ̃ ʔ	гэвацзикэ	гвоздика [пряность]		B:04b-07 丁香  
高利子	高利子	NONE	kau-li-tsɿ	гаолицзы	корица		B:04b-07 肉桂  
哦便的	哦便的	NONE	γɤ-pie-tiə  ʔ	обеди	обед (еда)		B:04b-07 飯  
古什戶	古什户	NONE	ku-səʔ-xu	гусэху	кушаху (принимать пищу)		B:04b-07 吃飯  
謝的	谢的	NONE	ɕie-tiə  ʔ	седи	сытый (наесться)		B:04b-07 飽了  
味納閉戶	味纳闭户	NONE	vei-na  pi-xu ʔ	вэйна биху	вина пиху (пить вино)		B:04b-07 曷(喝)酒  
比晏拉	比晏拉	NONE	pi-ie-la	биела	пьяла (пьяный)		B:04b-08 曷(喝)醉了  
告勞的坎	告劳的坎	NONE	kau-lau-tiəʔ-k‘æ̃	гаолаодикэ	голодкий (проголодаться)		B:04b-08 飢了  
各林	各林	NONE	kəʔ-liŋ	гэлин	корень (женьшень)		B:04b-08 人參  
牙以之	牙以之	NONE	ia-i-tsɿ	яицзы	яйцо		B:04b-08 鷄蛋  
各拉池	各拉池	NONE	kə -la-ts‘ɿ ʔ	гэлацы	калач		B:04b-08 圜圖  
落凍	落冻	NONE	luə -tuŋ ʔ	лудун	латунь		B:04b-08 銅頁子  
牙洛	牙洛	NONE	ia-luəʔ	ялу	яло (одеяло из заячьих шкур)		B:04b-09 兔皮被子  
以告坎	以告坎	NONE	i-kau-k‘æ̃	игаокэ	иголка		B:04b-09 針  
票而史坎	票而史坎	NONE	p‘iau-ər-sɿ-k‘æ̃	пяорсыкэ	пёрска (напёрсток)		B:04b-09 頂針子  
尼的什坎	尼的什坎	NONE	ni-tiəʔ-səʔ-k‘æ̃	нидисэкэ	ниточка		B:04b-09 棉線  
子計史坎	子计史坎	NONE	tsɿ-ʨi-sɿ-k‘æ̃	цзыцзисэкэ	шишечка (шарик на чиновничьей шапке)		B:04b-09 帽緓(瑛)子  
哨兒	哨儿	NONE	sau-ər	саор	шар (номер при маркировке)		B:05a-01 號兒  
怒迷兒	怒迷儿	NONE	nəu-mi-ər	ноумир	номер (сорт товара)		B:05a-01 貨色上的號  
麻念兒麻念各洛地	麻念儿麻念各洛地	NONE	ma-nie-ər-ma-nie kəʔ-luəʔ-ti	манер-мане гэлуди	манер-манер гляди (смотри, чтобы товар был одного фасона)		B:05a-01 見樣兒放下  
别史命坎	别史命坎	NONE	piəʔ-sɿ-miŋ-k‘æ̃	бисыминкэ	безъименка (без имени)		B:05a-01 出號  
高勿利	高勿利	NONE	kau-və -li ʔ	гаовэли	говори		B:05a-02 說  
史勞旺	史劳旺	NONE	sɿ-lau-vɐ	сылаова	слова		B:05a-02 話  
淂拉史兔	淂拉史兔	NONE	tiə -la-sɿ-t‘u ʔ	диласыту	здравствуй (приветствие)		B:05a-02 問好  
淂勞尾	淂劳尾	NONE	tiəʔ-lau-vei	дилаовэй	здравый (ответное приветствие)		B:05a-02 回問  
到馬笑利刀不力	到马笑利刀不力	NONE	tau-ma ɕiau-li tau-pəʔ-liəʔ	даома сяо ли даобэли	дома всё ли добро (всё ли хорошо дома)		B:05a-02 家中同好  
笑史淂浪尾	笑史淂浪尾	NONE	ɕiau sɿ-tiəʔ-lɐ-vei	сяо сыдилавэй	все здравы (всё хорошо)		B:05a-02 同平安  
各蓋外日牙什	各盖外日牙什	NONE	kə -kai-vai zə -ia-səʔ	гэгайвай зэясэ	каковой живёшь (как живётся)		B:05a-03 只兩日好  
笑利刀不力	笑利刀不力	NONE	ɕiau li tau-pəʔ-liəʔ	сяо ли даобэли	всё ли добро (всё ли хорошо)		B:05a-03 甚也好  
史勞望捧合	史劳望捧合	NONE	sɿ-lau-vɐ p‘əŋ-xəʔ	сылаова пэнхэ	слава Богу (вашими заботами)		B:05a-03 托福  
車史利外	车史利外	NONE	ts‘ɤ-sɿ-li-vai	цосыливай	счастливый (разбогатеть)		B:05a-03 發財  
色地史	色地史	NONE	sə -ti-sɿ ʔ	сэдисы	садись		B:05a-04 坐下  
達垻坎不古利	达垻坎不古利	NONE	ta -pa-k‘æ̃ pə -ku-li ʔ ʔ	дабакэ бэгули	табак покури (курить)		B:05a-04 吃煙  
念古利	念古利	NONE	nie ku-li	не гули	не кури		B:05a-04 不吃[煙]  
地伯各蓋𡰪瓦兒夜史地	地伯各盖𡰪瓦儿夜史地	NONE	ti-piəʔ kəʔ-kai tuə -va-ər ie-sɿ-ti	диби гэгай дувар есыди	тебе какой товар есть (какой у тебя товар)		B:05a-04 你有甚貨力  
夜史	夜史	NONE	ie-sɿ	есы	есть (иметься)		B:05a-04 有  
門牙下克𡰪瓦而不而代	门牙下克𡰪瓦而不而代	NONE	məŋ-ia ɕia-k‘ə tuə -va-ər pə -ər-tai	мэнъя сякэ дувар бэрдай	меня всяк товар продай (я продаю всякий товар)		B:05a-05 我賣的是襍  
欠納吓吓不羅西	欠纳吓吓不罗西	NONE	ʨ‘ie-na  xa-xa pəʔ-luɤ-ɕi	цена хаха бэлоси	цена кака проси (по какой цене купишь)		B:05a-05 要甚價錢  
地利什坎念不羅西	地利什坎念不罗西	NONE	ti li-sə -k‘æ̃ nie pəʔ-luɤ-ɕi	ди лисэкэ не бэлоси	ты лишка не проси (не проси много)		B:05a-05 你不别多要  
牙麻拉念達外	牙麻拉念达外	NONE	ia ma-la nie ta -vai ʔ	я мала не давай	я мала не давай (я не желаю тебя обвесить)		B:05a-06 我也不懇少  
賀池念賀池	贺池念贺池	NONE	xɤ-ts‘ɿ nie xɤ-ts‘ɿ	хоцы не хоцы	хоти не хоти (хочешь или нет)		B:05a-06 願意不願意  
賀池	贺池	NONE	xɤ-ts‘ɿ	хоцы	хоти (хотеть)		B:05a-06 願意  
那𡰪	那𡰪	NONE	na-tuəʔ	наду	надо		B:05a-07 要力  
念那𡰪	念那𡰪	NONE	nie na-tuəʔ	не наду	не надо		B:05a-07 不要  
鬧各利夜史	闹各利夜史	NONE	nau-kə  li ie-sɿ ʔ	наогэ ли есы	много ли есть (сколько есть)		B:05a-07 有多少  
史哥而哥夜史	史哥而哥夜史	NONE	sɿ-kɤ-ər-kɤ ie-sɿ	сыгорго есы	сколько есть		B:05a-07 有幾個  
麻拉麻拉拉的噥	麻拉麻拉拉的哝	NONE	ma-la-ma-la la-tiə-nəŋ	мала-мала ладинэн	мала-мала ладно (и так сойдет)		B:05a-07 道也可以  
不杜梅	不杜梅	NONE	pəʔ-tu-mei	бэдумэй	подумай		B:05a-08 你是想  
必史命	必史命	NONE	piəʔ-sɿ-miŋ	бисымин	безмен		B:05a-08 秤  
不未西	不未西	NONE	pə -vei-ɕi ʔ	бэвэйси	повесь (взвесить)		B:05a-08 過秤力  
束錄什坎不未西	束录什坎不未西	NONE	suəʔ luəʔ-səʔ-k‘æ̃ pəʔ-vei-ɕi	су лусэкэ бэвэйси	с лишком повесь (добавить)		B:05a-08 除皮力  
哦定普的	哦定普的	NONE	γɤ-tiŋ p‘u-tiəʔ	один пуди	один пуд		B:05a-08 壹普  
哨而哥分的	哨而哥分的	NONE	sau-ər-kɤ fəŋ-tiə  ʔ	саорго фэнди	сорок фунтов (в один пуд они включают сорок фунтов)		B:05a-09 壹普他家四 
孝哦定內	孝哦定内	NONE	ɕiau γɤ-tiŋ-nuei	сяо одиннуй	всё одинный (всё едино)		B:05a-09 仝一樣 
念哦牙(定)念那𡰪	念哦牙(定)念那𡰪	NONE	nie γɤ-tiŋ nie na-tuəʔ	не один не наду	не один не надо (другой мне не нужен)		B:05a-09 不一樣我不 
地堯旺不拉什外	地尧旺不拉什外	NONE	ti iau-vɐ pəʔ-la-səʔ-vai	ди яова бэласэвай	ты его спрашивай (ты его спроси)		B:05a-09 你聞他 
地則堯旺史各日	地则尧旺史各日	NONE	ti tsəʔ iau-vɐ sɿ-kə zəʔ	ди цзэ яова сыгэзэ	ты за его скажи (поручись за него)		B:05b-01 你說賒他 
地則堯旺念史各日	地则尧旺念史各日	NONE	ti tsə  iau-vɐ nie sɿ-kə -zə	ди цзэ яова не сыгэзэ	ты за его не скажи (не нужно ручаться за него)		B:05b-01 不要告他說 
不的料	不的料	NONE	pəʔ-tiəʔ-liau	бэдиляо	потерял		B:05b-01 丟了 
不以世	不以世	NONE	pə -i-sɿ ʔ	бэисы	поищи		B:05b-01 尋力 
納少	纳少	NONE	na -sau ʔ	насао	нашёл		B:05b-02 有了 
未吊貝洛	未吊贝洛	NONE	vei-tiau-pei-luəʔ	вэйдяо-бэйлу	видел-было (видел)		B:05b-02 見了 
念未吊	念未吊	NONE	nie vei-tiau	не вэйдяо	не видел		B:05b-02 莫見 
的伯不作悞的	的伯不作悞的	NONE	tiə -piə  pə -tsuə -u-tiəʔ	диби бэцзууди	тебе позову (тебя зову)		B:05b-02 叫你力 
夜史的	夜史的	NONE	ie-sɿ-tiə  ʔ	есыди	есть (находиться)		B:05b-02 在力 
不力少	不力少	NONE	pəʔ-liəʔ-sau	бэлисао	пришёл (прибыть)		B:05b-02 到了 
史哥而力布地	史哥而力布地	NONE	sɿ-kɤ-ər liə  pu-ti ʔ	сыгор ли буди	скоро ли будет		B:05b-03 久來 
帽的內𡰪瓦而	帽的内𡰪瓦而	NONE	mau-tiə -nuei tuəʔ-va-ər	маодинуй дувар	модный товар		B:05b-03 快貨 
地則門牙不𡰪而地	地则门牙不𡰪而地	NONE	ti tsə  məŋ-ia pə -tuə -ər-ti	ди цзэ мэнъя бэдурди	ты за меня подожди (подожди меня)		B:05b-03 你等等我 
牙史哥而布地	牙史哥而布地	NONE	ia sɿ-kɤ-ər pu-ti	я сыгор буди	я скор буди (я скоро буду)		B:05b-03 我久來 
勿力命戶達	勿力命户达	NONE	vəʔ -liə -miŋ xu-taʔʔ	вэлимин худа	время худо (сроки поджимают)		B:05b-04 時候賴 
𡰪瓦而布未計	𡰪瓦而布未计	NONE	tuə -va-ər pu-vei-ʨi ʔ	дувар бувэйцзи	товар подвези		B:05b-04 拉貨力 
念大料坎	念大料坎	NONE	nie ta-liau-k‘æ̃	недаляокэ	недалеко		B:05b-04 不遠 
迷利	迷利	NONE	mi-li	мили	меряй (мерить)		B:05b-04 打那力 
把拉古兒	把拉古儿	NONE	pa-la-ku-ər	балагур	балагур		B:05b-04 耍笑力 
利什坎	利什坎	NONE	li-səʔ-k‘æ̃	лисэкэ	лишка (слишком)		B:05b-05 賒乘下 
欠納吓吓哦代	欠纳吓吓哦代	NONE	ʨ‘ie-na  xa-xa γɤ-tai	цена хаха одай	цена кака отдай (по какой цене продашь)		B:05b-05 賒甚價錢 
淂浪利史	淂浪利史	NONE	tiəʔ-lɐ li-sɿ	дила лисы	дела реши (расплачиваться)		B:05b-05 兌賬力 
到克不什代	到克不什代	NONE	tau-k‘əʔ  pə -səʔ-tai ʔ	даокэ бэсэдай	долг посчитай (рассчитаться)		B:05b-05 算賬力 
瓦什那什什代笑不羅史唐	瓦什那什什代笑不罗史唐	NONE	va-səʔ na-səʔ səʔ-tai ɕiau pə -luɤ-sɿ-t‘ɐ	васэ насэ сэдай сяо бэлосыта	ваша наша считай всё просто (твоя и моя лавки произвели окончательный расчёт)		B:05b-06 你家我家同  
念力架	念力架	NONE	nie-liəʔ-ʨia	нелицзя	нельзя (негодный)		B:05b-06 不中用  
狄力旺	狄力旺	NONE	tiəʔ-liəʔ-vɐ	дилива	дерево (древесина)		B:05b-06 木頭  
的力旺	的力旺	NONE	tiəʔ-liəʔ-vɐ	дилива	дрова		B:05b-07 柴火  
未兒內	未儿内	NONE	vei-ər-nuei	вэйрнуй	верный (правильный)		B:05b-07 兌(對)了  
哦世不此	哦世不此	NONE	γɤ-sɿ-pəʔ-ts‘ɿ	осыбэцы	ошибаться		B:05b-07 錯了  
大克	大克	NONE	ta-k‘əʔ	дакэ	так (да)		B:05b-07 是  
則伏笑	则伏笑	NONE	tsə  fə -ɕiau ʔ ʔ	цзэ фэсяо	за всё (всего, итого)		B:05b-07 共  
公叉	公叉	NONE	kuŋ-ts‘a	гунца	конца (закончить)		B:05b-07 完了  
不少	不少	NONE	pə -sau ʔ	бэсао	пошёл (идти)		B:05b-07 去罷  
不什代	不什代	NONE	pə -sə -tai ʔ ʔ	бэсэдай	посчитай (пересчитывать)		B:05b-08 過數目  
世不可	世不可	NONE	sɿ-pə -k‘ɤ ʔ	сыбэко	шибко (очень)		B:05b-08 實在  
世不可刀不力麻念兒	世不可刀不力麻念儿	NONE	sɿ-pəʔ-k‘ɤ tau-pəʔ-liəʔ ma-nie-ər	сыбэко даобэли манер	шибко добрый манер (очень хороший фасон)		B:05b-08 實在好樣兒  
沙木昔比	沙木昔比	NONE	sa-məʔ  ɕiə -pi ʔ	самэ сиби	сам себе (для собственного пользования)		B:05b-08 自己用  
地不素什	地不素什	NONE	ti pə -su-sə 	ди бэсусэ 	ты послушай 		B:05b-09 你聽  
捧納	捧纳	NONE	pɐ̃-naʔ	бана	пона (не пропустить)		B:05b-09 不拉  
不力少	不力少	NONE	pə -liə -sau ʔ ʔ	бэлисао	пришёл (придти)		B:05b-09 來了  
西未日	西未日	NONE	ɕi-vei-zəʔ	сивэйзэ	свежий		B:05b-09 新的  
史大利	史大利	NONE	sɿ-ta-li	сыдали	старый [по сроку]		B:05b-09 舊的  
不羅史唐	不罗史唐	NONE	pə -luɤ-sɿ-t‘ɐ ʔ	бэлосыта	просто (произвести полный расчёт)		B:05b-09 清結了  
到馬念到馬	到马念到马	NONE	tau-ma nie tau-ma	даома не даома	дома не дома (есть ли [кто] дома)		B:06a-01 在力不在  
道兒哥	道儿哥	NONE	tau-ər-kɤ	даорго	дорогой		B:06a-01 貴  
交什外	交什外	NONE	ʨiau-səʔ-vai	цзяосэвай	дешёвый		B:06a-01 賤  
以上不力少	以上不力少	NONE	i-sɐ pə -liəʔ-sau ʔ	иса бэлисао	ещё пришёл (придти опять)		B:06a-01 在來的  
𡰪瓦兒不史賴	𡰪瓦儿不史赖	NONE	tuə -va-ər pəʔ-sɿ-lai ʔ	дувар бэсылай	товар посылай		B:06a-01 發貨力  
門牙杜梅念朝旺	门牙杜梅念朝旺	NONE	məŋ-ia tu-mei nie-ts‘au-vɐ	мэнъя думэй нецаова	меня думай нечего (я не знаю)		B:06a-02 我不是想甚  
捧昔力以上束木的利	捧昔力以上束木的利	NONE	p‘əŋ-ɕiə -liə  i-sɐ̃ suə -mə -tiəʔ-li	пэнсили иса сумэдили	после ещё смотри (приходи потом ещё посмотреть)		B:06a-02 後來些兒在  
拉的拉	拉的拉	NONE	la-tiə -la ʔ	ладила	ладно (да)		B:06a-02 是的  
以之旺力	以之旺力	NONE	i-tsɿ-vɐ liəʔ	ицзывали	изволь (вот так)		B:06a-03 就是罷  
波而善	波而善	NONE	pɤ-ər-sæ̃	борсэ	больше (увеличивать)		B:06a-03 什倍  
束貝	束贝	NONE	suə -pei ʔ	субэй	ступай (иди)		B:06a-03 去罷  
不叫磨	不叫磨	NONE	pəʔ-ʨiau-mɤ	бэцзяомо	пойдём		B:06a-03 走罷  
不何地	不何地	NONE	pə -xɤ-ti ʔ	бэходи	походи (идти)		B:06a-03 走力  
勿羅史地	勿罗史地	NONE	və -luɤ-sɿ-ti ʔ	вэлосыди	воротиться (возвращаться)		B:06a-03 回來  
把利什	把利什	NONE	pa-li-sə  ʔ	балисэ	барыш		B:06a-04 贈(增)了  
無貝的坎	无贝的坎	NONE	u-pei-tiəʔ-k‘æ̃	убэйдикэ	убытки (понести убытки)		B:06a-04 賠了  
念史捧利	念史捧利	NONE	nie sɿ-p‘əŋ-li	не сыпэнли	не спорь		B:06a-04 不要增凈(爭)  
巴蜜的	巴蜜的	NONE	pa-miə -tiəʔ ʔ	бамиди	память (помнить)		B:06a-04 計(記)的  
則布拉	则布拉	NONE	tsəʔ-pu-la	цзэбула	забыла		B:06a-04 忘了  
杜的	杜的	NONE	tu-tiə  ʔ	дуди	тут (внутри)		B:06a-05 裡頭  
大門	大门	NONE	ta-məŋ	дамэн	там (снаружи)		B:06a-05 外頭  
色納個梅	色纳个梅	NONE	sə -naʔ-kɤ-mei ʔ	сэнагомэй	знакомый		B:06a-05 認的  
念色納個梅	念色纳个梅	NONE	nie-sə -na -kɤ-mei ʔ ʔ	несэнагомэй	незнакомый		B:06a-05 認不的  
史那有	史那有	NONE	sɿ-na-iəu	сынаю	знаю		B:06a-05 知道  
念史那由	念史那由	NONE	nie sɿ-na-iəu	не сынаю	не знаю		B:06a-05 不知道  
無面什	无面什	NONE	u-mie-sə  ʔ	умесэ	умеешь (умелый)		B:06a-06 董(懂)的  
念無面什	念无面什	NONE	nie u-mie-sə  ʔ	не умесэ	не умеешь (неумелый)		B:06a-06 不董的  
無面什	无面什	NONE	u-mie-səʔ	умесэ	умеешь (мочь)		B:06a-06 會  
念無面什	念无面什	NONE	nie u-mie-sə  ʔ	не умесэ	не умеешь (не мочь)		B:06a-06 不會  
那凹什	那凹什	NONE	na va-səʔ	на васэ	на ваша (ваша семья)		B:06a-06 你家  
那什	那什	NONE	na-səʔ	насэ	наша (наша семья)		B:06a-07 我家  
古變	古变	NONE	ku-pie	губе	купи		B:06a-07 買力  
不而代	不而代	NONE	pəʔ-ər-tai	бэрдай	продай		B:06a-07 賣力  
地朝不高勿利	地朝不高勿利	NONE	ti ts‘au pəʔ-kau-vəʔ-li	ди цао бэгаовэли	ты чего поговори (что ты сказал)		B:06a-07 你說甚力  
牙高勿利念朝旺	牙高勿利念朝旺	NONE	ia kau-və -li nie-ts‘au-vɐ	я гаовэли нецаова	я говори ничего (я ничего не сказал)		B:06a-07 我不說甚  
怒而日念𡰪	怒而日念𡰪	NONE	nəu-ər-zəʔ nie-tuəʔ	ноурзэ неду	нужд нету (не иметь значения)		B:06a-08 不相干  
夜史地	夜史地	NONE	ie-sɿ-ti	есыди	есть (иметься)		B:06a-08 有力  
念𡰪	念𡰪	NONE	nie-tuəʔ	неду	нету (не иметься)		B:06a-08 莫有  
定干	定干	NONE	tiŋ-kæ̃	дингэ	деньги		B:06a-08 錢  
面而內定干	面而内定干	NONE	mie-ər-nuei tiŋ-kæ̃	мернуй дингэ	медный деньги		B:06a-08 銅錢  
必大哥	必大哥	NONE	piə -ta-kɤ ʔ	бидаго	пятак (старые деньги)		B:06a-08 舊錢  
哈西各那子	哈西各那子	NONE	xa-ɕi-kə -na-tsɿ ʔ	хасигэнацзы	асигнадза (ассигнация)		B:06a-09 鈔紙錢 
史文牙定干	史文牙定干	NONE	sɿ-vəŋ-ia tiŋ-kæ̃	сывэнъя дингэ	своя деньги (основной капитал)		B:06a-09 本錢 
不羅襯子	不罗衬子	NONE	pə -luɤ-ts‘əŋ-tsɿ ʔ	бэлоцэнцзы	проценты		B:06a-09 利錢 
念不未力	念不未力	NONE	nie pəʔ-vei-liəʔ	не бэвэйли	не поверь (не отпускать в кредит)		B:06a-09 不賒 
各道尾定干	各道尾定干	NONE	kə -tau-vei tiŋ-kæ̃ ʔ	гэдаовэй дингэ	готовые деньги (наличность)		B:06a-09 現成錢 
布肚	布肚	NONE	pu-tu	буду	буду (договориться)		B:06b-01 勾了 
念布肚	念布肚	NONE	nie pu-tu	не буду	не буду (не договориться)		B:06b-01 不勾 
不羅史唐	不罗史唐	NONE	pə -luɤ-sɿ-t‘ɐ ʔ	бэлосытэ	просто (рассчитаться)		B:06b-01 新錢 
不迷利	不迷利	NONE	pə -mi-li ʔ	бэмили	померь (отмерить)		B:06b-01 過尺桿 
